"Timestamp","BTOffset","Init_Angles","GraspSteps","CumulativeReward","checkpointVisitedTimes","Vaild_CP","First_CP_Step"
"2024-10-04 08:20:30","0.0114728,-0.04526353,0.1360926","-6.129838,32.95046,12.62314,22.48627,42.81585,-47.07621","41","0.06259999","34,32,31,28,25,17,10,5,3,0,0,0,0","5","4"
"2024-10-04 08:20:43","-0.01327534,0.01458927,0.1440995","6.999521,18.62143,31.7768,17.67818,53.55428,-4.540818","11","0.1796","42,42,42,41,41,41,38,16,8,2,0,0,0","7","6"
"2024-10-04 08:21:03","0.0158538,-0.02711487,0.1428581","7.323493,27.35672,21.89016,39.99444,34.46966,-49.07361","43","0.1359","47,47,47,45,43,39,24,14,5,1,1,0,0","7","4"
"2024-10-04 08:21:22","-0.01613343,-0.05287941,0.1400807","9.157439,33.29202,11.47027,12.15619,45.67729,-39.62834","45","0.05565","46,45,44,42,34,17,8,2,0,0,0,0,0","5","4"
"2024-10-04 08:21:38","-0.001328045,-0.02004615,0.1428439","-2.335678,28.08019,19.81116,24.27135,39.15184,-32.36598","26","0.1759","47,47,47,47,47,44,28,11,1,0,0,0,0","7","4"
"2024-10-04 08:21:51","-0.001584352,-0.01014936,0.1397841","-5.919464,18.76339,33.77499,12.70347,35.26696,-58.3134","9","0.2269999","47,47,47,47,47,47,43,22,4,0,0,0,0","7","4"
"2024-10-04 08:22:07","0.004522845,-0.005719854,0.1447705","1.602957,26.992,22.9106,47.00261,39.72756,-46.74463","25","0.2922","48,48,47,47,47,47,45,38,11,2,0,0,0","8","3"
"2024-10-04 08:22:19","-0.0004129342,-0.0007330687,0.1424872","9.519325,21.51291,30.44273,32.88619,36.23072,-43.36525","9","0.3455499","47,47,47,47,47,47,47,42,19,6,0,0,0","8","4"
"2024-10-04 08:22:31","0.01926479,-0.04888658,0.1335353","10.38832,25.00572,23.97826,14.85848,42.76626,-35.75153","4","0.0153","34,32,27,21,13,7,1,0,0,0,0,0,0","4","4"
"2024-10-04 08:22:45","0.003067122,-0.01680866,0.1395764","5.651429,37.22665,7.882136,28.29975,33.81174,-57.19812","16","0.13975","47,47,47,47,47,42,24,6,1,0,0,0,0","7","4"
"2024-10-04 08:23:04","0.0009711478,-0.02384189,0.1345401","15.69429,37.39116,8.637387,35.78098,28.92048,-62.84613","40","0.1562","47,46,46,46,45,44,29,5,0,0,0,0,0","7","4"
"2024-10-04 08:23:17","-0.00476997,-0.04948223,0.137261","20.5919,29.79603,17.6851,19.62661,38.89584,-39.97997","11","0.02590001","47,46,45,37,15,7,2,0,0,0,0,0,0","4","4"
"2024-10-04 08:23:30","0.002805136,-0.05011983,0.1275503","10.45812,38.5701,4.907387,42.16798,39.12136,-67.7943","13","0.02665001","16,15,15,14,10,5,2,0,0,0,0,0,0","5","9"
"2024-10-04 08:23:43","-0.002598724,-0.003667338,0.1410027","1.612983,21.3665,27.99914,18.15479,51.09437,-20.92432","11","0.28535","48,48,47,47,47,47,47,35,19,3,1,0,0","8","3"
"2024-10-04 08:24:03","0.008014561,-0.02931973,0.1298803","0.6342214,38.22464,7.405525,32.2282,28.83547,-33.01173","46","0.1477","46,46,46,46,45,42,25,7,2,1,0,0,0","7","4"
"2024-10-04 08:24:16","-0.004890261,-0.03701149,0.1309761","11.32163,39.11118,4.824172,26.06407,34.82893,-52.54267","10","0.09670004","46,46,46,46,41,28,11,4,0,0,0,0,0","6","4"
"2024-10-04 08:24:28","0.01230005,-0.02597514,0.1318457","-3.663643,38.38978,6.44999,39.95277,32.27085,-58.33493","6","0.2109","47,47,47,47,46,44,39,23,8,2,0,0,0","7","4"
"2024-10-04 08:24:38","0,0,0","0,0,0,0,0,0","0","0","0","0","0"
"2024-10-04 08:24:50","0.006676396,-0.05052433,0.1226928","3.888772,24.28204,25.30423,29.81419,49.11353,-68.94317","5","0.0045","4,3,3,3,3,0,0,0,0,0,0,0,0","5","40"
"2024-10-04 08:25:07","0.006533332,0.0468478,0.1261765","28.56216,12.37807,39.13997,11.39778,63.24115,-9.215404","31","0.4527998","46,46,46,46,46,46,45,45,43,14,1,0,0","9","4"
"2024-10-04 08:25:24","0.001293344,-0.04765578,0.1339817","9.392743,35.67093,9.369417,25.1294,36.08404,-46.68187","33","0.02610001","38,38,38,33,21,4,0,0,0,0,0,0,0","5","4"
"2024-10-04 08:25:40","-0.01680809,0.04493884,0.1444159","1.591424,20.21973,29.44441,19.1642,49.77811,-20.29505","22","0.4237999","45,45,45,45,45,45,45,45,35,2,0,0,0","9","6"
"2024-10-04 08:25:57","0.003304736,-0.005671383,0.1406073","14.41697,31.52114,18.00909,14.93962,25.45678,-46.05475","14","0.2562499","47,47,47,47,47,46,43,25,2,0,0,0,0","8","4"
"2024-10-04 08:26:12","-0.008236922,-0.04092244,0.1258375","0.2136126,44.47104,-6.363672,33.90168,58.16725,-62.41058","25","0.07064999","34,34,34,34,32,25,3,0,0,0,0,0,0","6","8"
"2024-10-04 08:26:27","0.01534571,-0.04940166,0.1229117","7.75998,48.27963,-12.31539,32.11301,51.14846,-49.34781","18","0.0511","19,19,19,19,18,7,5,2,1,0,0,0,0","5","15"
"2024-10-04 08:26:44","-0.007668333,-0.05413828,0.1232107","-14.44892,41.52151,6.125875,22.86568,10.16605,-26.05787","30","0.01454999","47,47,44,21,3,1,0,0,0,0,0,0,0","3","2"
"2024-10-04 08:26:59","-0.004874282,0.006067638,0.1409723","-1.325987,22.02702,28.29827,29.7329,48.36525,-42.0624","25","0.07300001","47,47,47,47,47,24,3,1,0,0,0,0,0","6","4"
"2024-10-04 08:27:13","0.007660305,-0.03059211,0.1361587","-5.447096,33.65397,12.55383,23.0737,35.06599,-32.88823","16","0.07185001","47,47,47,47,44,24,2,0,0,0,0,0,0","6","4"
"2024-10-04 08:27:28","0.005805143,-0.0185959,0.140396","9.982622,26.11063,23.33978,32.03797,36.69224,-19.70225","21","0.1748","47,47,47,47,47,46,28,1,0,0,0,0,0","7","4"
"2024-10-04 08:27:42","-0.005867999,-0.03869215,0.14436","8.889984,21.43711,28.48415,20.5702,42.44498,-48.10701","16","0.08680002","40,40,40,40,36,24,5,1,0,0,0,0,0","6","4"
"2024-10-04 08:27:52","0,0,0","0,0,0,0,0,0","0","0","0","0","0"
"2024-10-04 08:28:03","0,0,0","0,0,0,0,0,0","0","0","0","0","0"
"2024-10-04 08:28:17","0.01479764,-0.04471222,0.1297071","-10.0677,37.39729,5.213983,27.12757,44.43075,-53.40536","17","0.04710001","40,39,38,35,21,8,2,2,0,0,0,0,0","5","5"
"2024-10-04 08:28:30","0.001948208,-0.0238875,0.1336753","7.453429,32.01263,16.56373,33.76477,27.609,-68.10627","14","0.11515","47,47,47,47,45,39,18,2,0,0,0,0,0","6","4"
"2024-10-04 08:28:45","0.01172059,-0.04393405,0.1269047","9.816349,38.0886,3.291301,30.31569,55.09251,-54.42003","21","0.0187","17,17,16,16,12,9,3,0,0,0,0,0,0","6","5"
"2024-10-04 08:29:03","0.0008489471,-0.008225339,0.1442905","6.355141,25.17978,23.36856,21.66019,45.02785,-54.4147","36","0.16285","47,47,47,47,47,46,31,13,3,0,0,0,0","7","4"
"2024-10-04 08:29:16","-0.004396825,0.002472549,0.1449041","12.77575,36.11921,10.31273,40.24639,29.24868,-46.88327","9","0.11675","47,47,47,47,47,39,8,1,0,0,0,0,0","6","4"
"2024-10-04 08:29:29","0.0008153212,-0.01004073,0.144989","-5.580784,22.82351,25.92072,26.15523,51.32478,-58.09562","11","0.2095999","48,47,47,47,47,47,39,12,2,0,0,0,0","7","3"
"2024-10-04 08:29:41","0.005949184,-0.05303194,0.1236428","-4.7862,36.35131,7.33707,29.52674,41.56848,-56.11958","4","0.012","21,19,18,16,10,4,0,0,0,0,0,0,0","4","4"
"2024-10-04 08:29:55","0.002130572,-0.03469483,0.1391983","14.81543,33.60074,11.59783,10.21511,38.0396,-38.1843","19","0.09885001","45,45,45,44,42,35,15,0,0,0,0,0,0","6","4"
"2024-10-04 08:30:08","-0.00179151,-0.007631092,0.1414969","0.4195373,24.07503,26.32987,44.68365,43.057,-78.87481","10","0.23685","47,47,47,47,47,47,40,27,9,2,1,0,0","8","4"
"2024-10-04 08:30:21","-0.005367331,-0.02837763,0.1431229","-0.5822123,20.40609,29.18524,6.15246,45.3912,-54.06493","11","0.0633","47,47,47,47,41,21,6,0,0,0,0,0,0","5","4"
"2024-10-04 08:30:34","-0.004810016,-0.0182178,0.1379102","13.55372,30.17921,20.98003,29.19615,19.19044,-40.88726","13","0.12175","47,47,47,47,47,43,22,2,0,0,0,0,0","6","4"
"2024-10-04 08:30:49","0.008721421,-0.02462551,0.1378504","7.091864,27.50637,20.39412,35.20622,44.46695,-60.94813","21","0.09650002","46,46,46,46,46,26,12,1,0,0,0,0,0","6","4"
"2024-10-04 08:31:09","-0.01569883,0.0186911,0.1355818","7.205719,16.48538,34.36141,19.18793,62.33614,-7.204996","43","0.21335","38,38,38,38,38,37,37,20,3,2,0,0,0","8","8"
"2024-10-04 08:31:19","0,0,0","0,0,0,0,0,0","0","0","0","0","0"
"2024-10-04 08:31:34","0.0003186753,0.02467228,0.1413815","4.202876,21.37318,28.25038,15.2939,43.70098,-26.43685","22","0.2162999","47,47,47,47,47,47,47,13,2,0,0,0,0","7","4"
"2024-10-04 08:31:44","0,0,0","0,0,0,0,0,0","0","0","0","0","0"
"2024-10-04 08:31:58","-0.001534078,-0.04526774,0.1357213","-2.195,45.70436,-8.865096,12.68704,47.25866,-52.901","14","0.04965","42,42,42,39,32,17,6,1,0,0,0,0,0","5","4"
"2024-10-04 08:32:11","-0.002139256,-0.01558535,0.1397996","1.914612,29.32367,17.34052,24.9652,41.98908,-53.48215","11","0.1766","47,47,47,47,47,46,34,11,2,0,0,0,0","7","4"
"2024-10-04 08:32:26","0.0005325414,-0.02636981,0.1353902","7.401627,32.60458,15.07145,22.30188,29.51317,-33.6283","22","0.16385","47,47,47,47,47,45,29,8,2,0,0,0,0","7","4"
"2024-10-04 08:32:36","0,0,0","0,0,0,0,0,0","0","0","0","0","0"
"2024-10-04 08:32:49","0.002220239,-0.0273655,0.1428064","-3.027702,29.60015,16.52438,22.28465,43.38522,-31.46071","7","0.108","47,47,47,47,47,30,10,2,1,0,0,0,0","6","4"
"2024-10-04 08:33:01","0.01473857,-0.0414496,0.1393151","10.5349,31.88777,13.44378,25.65724,40.66135,-28.67636","10","0.06524999","40,39,37,36,34,22,8,4,1,1,0,0,0","6","4"
"2024-10-04 08:33:15","0.004223687,0.03758062,0.1336368","0.9595135,17.99091,31.98766,17.04218,49.95298,-17.39477","12","0.4027999","47,47,47,47,46,46,46,46,30,2,0,0,0","9","3"
"2024-10-04 08:33:27","-0.002789914,-0.01568964,0.1375689","-1.675568,37.0639,6.0712,24.65121,39.59154,-47.53425","9","0.1902","47,47,47,47,46,46,35,11,0,0,0,0,0","7","4"
"2024-10-04 08:33:46","0.006696938,-0.03336076,0.1388617","0.4249298,30.4614,16.13965,13.62544,37.42571,-53.64852","38","0.05505","42,41,41,41,31,14,7,3,0,0,0,0,0","5","4"
"2024-10-04 08:34:03","-0.0004657535,-0.003836781,0.1413655","3.862318,16.35596,35.36869,30.06065,43.15408,-28.57619","31","0.26935","48,47,47,47,47,46,46,31,4,1,0,0,0","8","3"
"2024-10-04 08:34:17","-0.008535683,-0.0320626,0.1419529","10.90946,25.77705,24.11412,23.74898,30.59509,-28.20465","17","0.06680001","46,45,45,44,40,21,8,4,2,2,1,0,0","5","4"
"2024-10-04 08:34:35","-0.005647797,-0.003648309,0.1444902","2.647985,23.78371,24.73594,27.67229,46.32638,-55.26542","36","0.2020999","48,47,47,47,47,47,44,9,4,1,0,0,0","7","3"
"2024-10-04 08:34:47","0.01034713,-0.02616809,0.1439574","7.82384,20.09149,29.44512,23.12478,46.23865,-51.72248","9","0.10515","47,47,47,47,45,29,6,3,1,0,0,0,0","6","4"
"2024-10-04 08:35:03","0.0008170166,-0.000653773,0.1448309","8.614979,20.96123,28.62103,24.26431,47.82402,-13.59578","24","0.3094","47,47,47,47,47,47,47,40,16,5,0,0,0","8","4"
"2024-10-04 08:35:15","-0.003828075,0.008548301,0.1438723","8.87966,19.1765,30.87889,20.20485,46.58955,-49.77995","6","0.16315","47,47,47,47,47,42,33,17,6,1,0,0,0","7","4"
"2024-10-04 08:35:27","0.003224179,-0.01764726,0.1343387","-7.936308,36.13798,10.30746,31.62331,26.29823,-54.88698","7","0.1633","47,47,47,47,47,44,30,7,1,0,0,0,0","7","4"
"2024-10-04 08:35:40","0.009444053,-0.03318074,0.1412855","0.5549735,32.45964,11.18914,32.41378,50.97414,-64.15488","12","0.03175001","46,46,46,45,22,5,0,0,0,0,0,0,0","4","4"
"2024-10-04 08:36:00","0.00638263,-0.03211644,0.1360017","8.70852,34.14131,11.76768,36.6879,32.25775,-34.33131","42","0.05885","47,47,47,46,33,15,4,0,0,0,0,0,0","5","4"
"2024-10-04 08:36:13","-0.01507914,-0.03369328,0.1428634","9.001266,25.57653,21.07362,8.792371,49.03698,-48.3829","12","0.05040001","47,47,47,45,24,5,0,0,0,0,0,0,0","5","4"
"2024-10-04 08:36:26","0.008608876,0.02395581,0.1412319","24.49964,25.9344,21.22684,17.97234,46.31939,-47.82713","12","0.1987499","47,47,47,47,47,46,42,7,1,0,0,0,0","7","4"
"2024-10-04 08:36:39","0.001521465,-0.01888804,0.1400557","5.889866,18.15306,33.49345,39.08127,40.8262,-72.43188","13","0.10105","47,47,47,47,43,34,12,4,2,1,0,0,0","6","4"
"2024-10-04 08:36:51","-0.01007296,-0.04831495,0.112362","-9.027287,66.36698,-40.43145,29.78097,39.43795,-38.51346","6","0","3,1,0,0,0,0,0,0,0,0,0,0,0","1","26"
"2024-10-04 08:37:05","0.005289615,0.01126506,0.1415787","5.205027,22.07666,27.51652,4.379349,40.35315,-54.10472","12","0.1255","47,47,47,47,47,44,6,0,0,0,0,0,0","6","4"
"2024-10-04 08:37:18","-0.007186258,-0.01879361,0.139585","8.88303,23.99471,23.85651,20.48563,45.50846,-50.96258","11","0.08195001","46,46,46,46,45,25,5,1,0,0,0,0,0","6","4"
"2024-10-04 08:37:30","-0.005897137,-0.03079657,0.1416532","1.865909,29.26243,16.96488,25.62119,42.30332,-44.97931","6","0.04460001","35,34,34,33,25,12,1,1,1,1,0,0,0","5","4"
"2024-10-04 08:37:42","-0.001185605,-0.01847596,0.141599","5.402467,24.10458,24.12158,20.56297,44.92564,-54.17131","8","0.14645","41,41,40,40,40,36,26,9,1,0,0,0,0","7","4"
"2024-10-04 08:37:52","0,0,0","0,0,0,0,0,0","0","0","0","0","0"
"2024-10-04 08:38:03","0.0055373,-0.03432532,0.1344559","3.727094,35.58417,8.064152,20.75049,39.00403,-71.80524","50","0.05360001","46,46,46,43,30,12,0,0,0,0,0,0,0","5","5"
"2024-10-04 08:38:17","5.000643E-05,-0.03013275,0.14182","8.179169,23.49058,25.27887,19.14405,42.00939,-42.82771","16","0.0568","47,47,47,46,37,13,4,0,0,0,0,0,0","5","4"
"2024-10-04 08:38:33","0.01255904,-0.02297768,0.1425423","9.237364,29.30212,18.71303,47.21284,31.57289,-60.38796","25","0.11425","47,47,47,47,47,35,11,0,0,0,0,0,0","6","4"
"2024-10-04 08:38:47","0.009275209,-0.03686362,0.127266","4.522355,35.71821,9.317813,33.15032,32.94926,-37.53471","18","0.03200001","34,34,32,30,18,5,0,0,0,0,0,0,0","5","4"
"2024-10-04 08:39:02","0.0192933,-0.04643153,0.1417669","9.291178,23.46794,22.48197,20.04737,44.98427,-48.97442","20","0.04470002","47,47,47,43,24,8,4,0,0,0,0,0,0","5","4"
"2024-10-04 08:39:16","0.00503948,-0.02741535,0.1403803","-6.993006,28.66459,19.17489,23.03242,33.73875,-27.66077","19","0.1028001","46,46,46,46,39,21,13,2,0,0,0,0,0","5","4"
"2024-10-04 08:39:28","0.01389165,-0.01103563,0.1423742","-3.25349,16.376,33.43018,16.53302,46.81406,-52.81576","4","0.2251499","47,47,47,47,47,46,39,16,4,1,0,0,0","7","4"
"2024-10-04 08:39:38","0,0,0","0,0,0,0,0,0","0","0","0","0","0"
"2024-10-04 08:39:51","-0.01155492,-0.01035637,0.1427066","-7.806244,25.35322,26.95266,10.71937,20.26558,-33.22677","12","0.16705","47,47,47,47,47,47,32,5,0,0,0,0,0","7","4"
"2024-10-04 08:40:04","-0.004049869,-0.04571554,0.1319414","7.824059,40.65181,0.532702,31.35176,36.61299,-54.14256","11","0.0138","13,13,13,12,8,4,1,1,1,1,0,0,0","5","10"
"2024-10-04 08:40:23","-0.004755624,0.01700921,0.141895","-3.359952,13.7408,36.65089,13.00223,53.94418,-19.08954","40","0.2004","48,48,47,47,47,47,43,2,0,0,0,0,0","7","3"
"2024-10-04 08:40:33","0,0,0","0,0,0,0,0,0","0","0","0","0","0"
"2024-10-04 08:40:47","0.000720269,-0.02185105,0.1361364","4.795017,29.44206,16.59161,23.24107,43.80904,-46.98412","12","0.0626","46,46,46,46,38,15,3,0,0,0,0,0,0","5","4"
"2024-10-04 08:41:07","0.0190636,-0.0472656,0.1438493","-5.613425,25.79022,21.84576,37.00758,34.77295,-50.59006","49","0.03095001","47,46,46,43,15,3,1,0,0,0,0,0,0","4","2"
"2024-10-04 08:41:23","-0.002442613,-0.01053992,0.1394719","23.87696,26.5355,19.38715,12.03169,48.94167,-19.07735","26","0.14565","46,46,46,46,45,43,17,1,1,0,0,0,0","6","5"
"2024-10-04 08:41:39","-0.004355276,-0.03127095,0.1300191","22.28385,32.00536,13.1585,35.32385,43.91801,-50.89066","23","0.1486","46,46,46,46,44,40,30,10,2,0,0,0,0","7","5"
"2024-10-04 08:41:59","0.005277898,-0.04400139,0.1343438","2.779645,32.49104,11.86931,16.31938,41.54136,-41.53185","49","0.04165","41,41,40,40,27,8,1,0,0,0,0,0,0","5","4"
"2024-10-04 08:42:13","0.004414121,-0.03241443,0.1407037","-4.128536,28.19195,17.54061,31.19584,50.446,-62.31374","15","0.05275","38,37,37,37,32,16,2,0,0,0,0,0,0","5","4"
"2024-10-04 08:42:34","-0.0007468155,0.007968403,0.1419898","4.110318,16.83176,33.73827,21.89981,46.99714,-43.57281","49","0.11775","46,46,46,46,46,39,10,1,0,0,0,0,0","6","4"
"2024-10-04 08:42:46","-0.00129671,-0.03937639,0.1245362","11.86832,43.75147,-5.988784,37.88502,54.56749,-58.09651","10","0.0116","8,8,7,7,7,5,2,1,0,0,0,0,0","6","4"
"2024-10-04 08:42:56","0,0,0","0,0,0,0,0,0","0","0","0","0","0"
"2024-10-04 08:43:07","0,0,0","0,0,0,0,0,0","0","0","0","0","0"
"2024-10-04 08:43:22","0.003915139,-0.05141596,0.1315103","10.07995,37.29476,5.631274,18.75606,35.22573,-39.99113","23","0.03580001","39,39,37,33,22,5,0,0,0,0,0,0,0","5","4"
"2024-10-04 08:43:32","0,0,0","0,0,0,0,0,0","0","0","0","0","0"
"2024-10-04 08:43:51","-0.01169592,-0.05460862,0.1414391","-1.557976,36.31942,4.811119,17.71596,48.76964,-48.3781","42","0.03145001","43,43,42,34,14,5,2,1,1,0,0,0,0","4","8"
"2024-10-04 08:44:05","-0.003295402,-0.02399417,0.1426142","2.697205,29.57951,16.2403,12.60547,39.39559,-36.99128","15","0.12645","47,47,47,47,47,43,21,2,1,0,0,0,0","6","4"
"2024-10-04 08:44:25","-0.001461439,-0.03955181,0.1367014","-3.962131,29.65513,17.27415,33.39861,34.77658,-45.09623","43","0.04205","45,45,44,44,28,10,3,1,1,0,0,0,0","5","4"
"2024-10-04 08:44:38","-0.008808075,-0.01930321,0.1440333","3.281561,24.50225,23.82856,24.48285,38.12918,-51.8357","11","0.12425","47,47,47,47,47,43,11,0,0,0,0,0,0","6","4"
"2024-10-04 08:14:44","-0.01063079,-0.02582256,0.1309555","19.20995,39.68924,6.789314,35.90007,25.21049,-56.24616","13","0.09970001","35,35,35,35,35,33,14,4,1,0,0,0,0","6","6"
"2024-10-04 08:14:57","0.01265902,-0.03335382,0.1351774","2.569195,32.21887,14.64604,33.07855,41.47009,-55.85819","13","0.14885","47,47,47,47,46,41,17,5,3,1,0,0,0","6","4"
"2024-10-04 08:15:13","-0.00981712,-0.05014275,0.1273858","6.46743,33.58039,13.86784,26.12843,34.29287,-52.65595","24","0.06019999","40,39,38,38,33,22,8,0,0,0,0,0,0","6","4"
"2024-10-04 08:15:28","-0.002612773,-0.04652668,0.1224715","11.91792,43.80097,0.2637331,20.91499,25.86866,-44.63388","22","0.017","32,31,30,22,13,5,1,1,0,0,0,0,0","4","8"
"2024-10-04 08:15:42","0.004898627,-0.03165045,0.1306234","6.441801,35.0141,11.88243,37.92748,35.50993,-53.62261","14","0.09970002","47,47,47,47,46,29,10,8,4,2,0,0,0","6","4"
"2024-10-04 08:16:00","-0.006922144,0.02228666,0.1384474","15.10659,12.85459,40.40135,19.78496,51.48298,-37.16444","39","0.20485","47,47,47,47,47,47,44,13,1,0,0,0,0","7","4"
"2024-10-04 08:16:17","0.01331741,-0.04003869,0.13359","-3.718948,34.64336,11.44139,14.70211,37.02523,-37.85172","29","0.0601","44,44,43,42,39,21,5,0,0,0,0,0,0","5","5"
"2024-10-04 08:16:29","0.003254585,-0.03477211,0.1369851","11.19952,33.5542,12.02515,29.99539,44.58105,-57.38192","8","0.0657","47,47,47,47,42,21,5,2,2,0,0,0,0","5","4"
"2024-10-04 08:16:49","0.002646072,-0.02328337,0.1404285","10.42809,21.25404,29.6265,23.24135,46.88776,-19.84633","44","0.17355","47,47,47,47,47,45,28,7,1,1,0,0,0","7","4"
"2024-10-04 08:17:03","-0.005889581,-0.03736243,0.1376917","10.82487,32.1945,14.30189,26.49484,41.00692,-56.32743","18","0.1026","45,45,45,43,40,36,15,7,2,0,0,0,0","6","4"
"2024-10-04 08:17:16","-0.01339006,-0.03837729,0.1391946","-0.6489935,39.73305,3.237298,37.4598,42.49011,-51.96964","12","0.05165","47,47,47,46,32,10,6,4,1,0,0,0,0","5","4"
"2024-10-04 08:17:34","-0.000379173,0.004803774,0.1440627","9.685687,22.73182,27.70273,21.27254,42.64978,-18.67131","32","0.1273","47,47,47,47,47,44,16,7,2,0,0,0,0","6","4"
"2024-10-04 08:17:50","-0.002979117,-0.03461384,0.1383691","9.963009,30.22139,17.62383,23.96727,36.91813,-43.54158","26","0.08695","46,46,46,45,44,28,7,0,0,0,0,0,0","6","4"
"2024-10-04 08:18:09","0.005152564,-0.04341456,0.1344831","5.13437,39.0156,3.550387,30.83411,48.49237,-44.6406","44","0.01784999","47,47,47,25,16,1,1,0,0,0,0,0,0","4","4"
"2024-10-04 08:18:25","-9.423401E-05,-0.01275966,0.1418685","9.387123,32.0919,15.4234,34.98877,39.01075,-24.3632","23","0.1849","47,47,47,47,47,44,33,13,1,1,0,0,0","7","4"
"2024-10-04 08:18:41","0.0005297773,-0.03701535,0.127626","7.123355,27.15959,23.9214,42.29771,30.73269,-60.2888","27","0.0246","24,24,24,22,16,5,0,0,0,0,0,0,0","5","4"
"2024-10-04 08:18:54","-0.004801101,-0.001566298,0.1438913","-3.851162,24.62911,24.77459,24.35924,44.71333,-48.95006","13","0.29155","48,48,47,47,47,47,46,37,16,3,1,0,0","8","3"
"2024-10-04 08:19:09","-0.001428846,-0.05276147,0.1279438","16.44181,38.69115,4.280239,27.59396,42.85121,-38.8754","21","0.0198","40,37,36,27,12,4,2,0,0,0,0,0,0","4","5"
"2024-10-04 08:19:21","0.004151877,-0.0508303,0.1155126","-1.130326,48.39131,-10.22885,38.76895,42.0868,-62.95317","6","0.0055","2,2,2,2,2,2,1,0,0,0,0,0,0","6","22"
"2024-10-04 08:19:36","-0.001771592,-0.007892124,0.1386133","8.079636,30.59122,21.55145,28.24525,18.08051,-33.56248","18","0.2731","46,46,46,46,46,45,43,34,8,1,0,0,0","8","4"
"2024-10-04 08:19:56","0.014355,0.04204724,0.1419456","-3.700302,19.96513,30.45256,11.90801,46.84637,-32.80777","46","0.4219999","47,47,47,47,46,46,46,46,36,2,0,0,0","9","3"
"2024-10-04 08:20:12","0.004655277,-0.01827264,0.1403727","6.286557,29.99537,16.86916,24.23411,44.20617,-22.67626","27","0.2049499","46,46,46,46,46,46,35,18,5,2,0,0,0","7","4"
"2024-10-04 08:20:26","0.001223082,-0.006265259,0.1439051","10.25976,24.82049,25.99888,24.71972,34.99153,-29.23069","16","0.22375","47,47,47,47,47,46,44,24,8,1,0,0,0","8","4"
"2024-10-04 08:20:38","-0.0007538078,-0.01241918,0.1447994","-3.648994,29.42929,17.51549,15.09109,43.59321,-34.44601","8","0.18025","48,47,47,47,46,46,35,17,4,1,0,0,0","7","3"
"2024-10-04 08:20:54","-0.0008992889,0.002555756,0.1446395","22.43494,16.9373,34.31138,19.77912,52.75111,-21.80073","25","0.10795","45,45,45,45,44,33,10,2,0,0,0,0,0","6","6"
"2024-10-04 08:21:10","-0.006879387,-0.03753544,0.1368084","2.678275,32.34119,13.59647,26.3342,41.97224,-43.32538","24","0.0629","45,45,45,43,35,21,13,3,0,0,0,0,0","5","4"
"2024-10-04 08:21:20","0,0,0","0,0,0,0,0,0","0","0","0","0","0"
"2024-10-04 08:21:34","0.0005452228,-0.01041325,0.142302","12.96828,22.20643,28.53602,33.51559,46.48463,-46.57195","14","0.2035999","47,47,47,47,47,46,42,19,7,1,0,0,0","7","4"
"2024-10-04 08:21:45","-0.01023023,-0.03611605,0.1362561","1.448694,41.01308,2.089836,22.99481,35.0598,-33.00504","6","0.09400003","47,47,47,47,43,25,6,4,1,0,0,0,0","6","4"
"2024-10-04 08:22:01","0.01315813,-0.01800587,0.1435091","5.423439,17.70338,33.99155,26.45451,41.70509,-40.01662","24","0.18645","46,46,46,46,46,45,34,10,3,0,0,0,0","7","4"
"2024-10-04 08:22:19","0.0003252774,-0.01727273,0.1396926","0.4953227,23.37564,26.71008,16.27682,42.65692,-27.63574","38","0.18385","47,47,47,47,45,43,34,14,7,1,0,0,0","7","4"
"2024-10-04 08:22:34","0.00401959,-0.05283822,0.1332926","13.37837,28.91833,18.16206,20.34906,43.88279,-53.98248","17","0.006150001","9,8,6,6,6,2,1,0,0,0,0,0,0","5","4"
"2024-10-04 08:22:44","0,0,0","0,0,0,0,0,0","0","0","0","0","0"
"2024-10-04 08:23:00","-0.002099273,-0.01258118,0.1421003","1.722035,26.19702,23.40767,30.20955,39.92278,-35.99626","25","0.2012499","47,47,47,47,47,47,40,18,3,2,0,0,0","7","4"
"2024-10-04 08:23:10","0,0,0","0,0,0,0,0,0","0","0","0","0","0"
"2024-10-04 08:23:23","-0.003126769,-0.009450044,0.1404404","12.7431,31.43945,17.40255,22.37329,29.75383,-39.41846","11","0.2193999","47,47,47,47,47,47,46,21,5,0,0,0,0","7","4"
"2024-10-04 08:23:35","0.01388027,-0.01384406,0.1389952","-0.6368113,28.87789,18.01359,9.447005,44.71175,-45.58009","6","0.28","47,47,47,47,47,47,47,31,13,5,2,0,0","8","4"
"2024-10-04 08:23:55","0.0004570624,-0.0136752,0.1410888","19.18445,26.47223,22.4247,26.29711,42.60783,-33.5536","48","0.2227499","47,47,47,47,47,46,40,21,1,0,0,0,0","7","4"
"2024-10-04 08:24:07","0.01662705,-0.03877237,0.1443984","1.53462,31.44357,15.66969,30.72534,32.96697,-35.49332","7","0.0628","40,40,40,40,31,18,8,3,0,0,0,0,0","5","4"
"2024-10-04 08:24:27","-0.002711752,-0.05190545,0.1345084","3.653353,34.31737,11.00671,30.79982,40.53881,-52.68534","42","0.00665","23,18,13,10,5,4,3,1,0,0,0,0,0","3","4"
"2024-10-04 08:24:43","-0.01412041,-0.04542682,0.1201194","13.67213,36.63221,11.97363,25.67078,20.47196,-53.65003","26","0.03965","29,27,27,26,22,17,8,2,0,0,0,0,0","6","14"
